Semester,Course,Random ID,Topic,Comments,Section,Sentiments,tsne_x,tsne_y,cluster,wrapped,feedback
W 2024,CH EN 285 ,768000000000.0,Question: Hours spent out of class,Just finishing the lab reports.,005,neither,-9.513091,-4.5775704,52,Just finishing the lab reports.,W 2024 CH EN 285 :Just finishing the lab reports.
W 2024,CH EN 285 ,419000000000.0,Question: Hours spent out of class,Overall not too bad of a work load for this class.,005,positive,-3.967334,-3.1491177,15,Overall not too bad of a work load for this class.,W 2024 CH EN 285 :Overall not too bad of a work load for this class.
W 2024,CH EN 285 ,15239208347.0,Question: Hours spent out of class,Not much besides lab reports,005,negative,-9.855117,-4.773621,52,Not much besides lab reports,W 2024 CH EN 285 :Not much besides lab reports
W 2024,CH EN 285 ,256000000000.0,Question: Additional comments,It was a great class!,005,positive,-2.1060958,2.0432785,55,It was a great class!,W 2024 CH EN 285 :It was a great class!
W 2024,CH EN 285 ,176000000000.0,Question: Additional comments,Dr. Guymon is understandably very busy with his various responsibilities. He usually sat in the corner of the lab working on projects or other work and was available for consulting as needed if students approached him  and he is very good at helping students seeking help. There was one time he was in the UO lab with us adding methocel into our non-newtonian fluid lab equipment where he took the time to explain in detail aspects of the labs parameters  history  and other aspects that were not in the lab write-up. There were some equipment and procedures he showed us too that went the extra mile to show us the context of process equipment and became a personal mentor for us for a few minutes. We really enjoyed that  and wished to see that effort for personal interaction and mentoring while completing our other labs rather than just fulfilling his supervisory and consulting roles as lab professor. It doesn''t need to be all the time  but if he joined groups and worked with them for a few minutes (or a half/whole lab) while making sure TAs were available to help the others (he can always step away as needed)  I think that would have enriched the experience significantly. Students could ask deeper questions  develop greater personal connections  and gain experience from his wisdom while he interacts with them. Dr. Guymon would also be able to see hands on a better perspective of how the labs actually run with users and be able to make tweaks to assignments (wording  format  procedures  order  help etc) that would otherwise be missed in high-level surveys near semester''s end.,005,positive,5.266067,-6.032544,3,Dr. Guymon is understandably very busy with his<br>various responsibilities. He usually sat in the<br>corner of the lab working on projects or other<br>work and was available for consulting as needed if<br>students approached him  and he is very good at<br>helping students seeking help. There was one time<br>he was in the UO lab with us adding methocel into<br>our non-newtonian fluid lab equipment where he<br>took the time to explain in detail aspects of the<br>labs parameters  history  and other aspects that<br>were not in the lab write-up. There were some<br>equipment and procedures he showed us too that<br>went the extra mile to show us the context of<br>process equipment and became a personal mentor for<br>us for a few minutes. We really enjoyed that  and<br>wished to see that effort for personal interaction<br>and mentoring while completing our other labs<br>rather than just fulfilling his supervisory and<br>consulting roles as lab professor. It doesn''t<br>need to be all the time  but if he joined groups<br>and worked with them for a few minutes (or a<br>half/whole lab) while making sure TAs were<br>available to help the others (he can always step<br>away as needed)  I think that would have enriched<br>the experience significantly. Students could ask<br>deeper questions  develop greater personal<br>connections  and gain experience from his wisdom<br>while he interacts with them. Dr. Guymon would<br>also be able to see hands on a better perspective<br>of how the labs actually run with users and be<br>able to make tweaks to assignments (wording<br>format  procedures  order  help etc) that would<br>otherwise be missed in high-level surveys near<br>semester''s end.,W 2024 CH EN 285 :Dr. Guymon is understandably very busy with his<br>various responsibilities. He usually sat in the<br>corner of the lab working on projects or other<br>work and was available for consulting as needed if<br>students approached him  and he is very good at<br>helping students seeking help. There was one time<br>he was in the UO lab with us adding methocel into<br>our non-newtonian fluid lab equipment where he<br>took the time to explain in detail aspects of the<br>labs parameters  history  and other aspects that<br>were not in the lab write-up. There were some<br>equipment and procedures he showed us too that<br>went the extra mile to show us the context of<br>process equipment and became a personal mentor for<br>us for a few minutes. We really enjoyed that  and<br>wished to see that effort for personal interaction<br>and mentoring while completing our other labs<br>rather than just fulfilling his supervisory and<br>consulting roles as lab professor. It doesn''t<br>need to be all the time  but if he joined groups<br>and worked with them for a few minutes (or a<br>half/whole lab) while making sure TAs were<br>available to help the others (he can always step<br>away as needed)  I think that would have enriched<br>the experience significantly. Students could ask<br>deeper questions  develop greater personal<br>connections  and gain experience from his wisdom<br>while he interacts with them. Dr. Guymon would<br>also be able to see hands on a better perspective<br>of how the labs actually run with users and be<br>able to make tweaks to assignments (wording<br>format  procedures  order  help etc) that would<br>otherwise be missed in high-level surveys near<br>semester''s end.
W 2024,CH EN 285 ,325000000000.0,Question: Additional comments,Some of the lab write ups were a little confusing. The calculations we had to do were not clear.,005,negative,-5.8982134,-1.3862907,47,Some of the lab write ups were a little confusing.<br>The calculations we had to do were not clear.,W 2024 CH EN 285 :Some of the lab write ups were a little confusing.<br>The calculations we had to do were not clear.
W 2024,CH EN 285 ,32716362519.0,Question: Additional comments,I enjoyed this lab a lot  got to see hands-on what I was learning in fluids. Towards the end of the semester  it started to be better and fun because I had actually learned that information already  so if there is a way to align close to 374 that would make it even better.,005,positive,-6.0110946,0.78119516,8,I enjoyed this lab a lot  got to see hands-on what<br>I was learning in fluids. Towards the end of the<br>semester  it started to be better and fun because<br>I had actually learned that information already<br>so if there is a way to align close to 374 that<br>would make it even better.,W 2024 CH EN 285 :I enjoyed this lab a lot  got to see hands-on what<br>I was learning in fluids. Towards the end of the<br>semester  it started to be better and fun because<br>I had actually learned that information already<br>so if there is a way to align close to 374 that<br>would make it even better.
W 2024,CH EN 285 ,820000000000.0,Question: Additional comments,Very engaging and effective class!,005,positive,-2.003428,2.1371636,55,Very engaging and effective class!,W 2024 CH EN 285 :Very engaging and effective class!
W 2024,CH EN 285 ,432000000000.0,Question: Additional comments,Dr Guymon is a really good lab instructor. He really knows what he''s doing in testing and research settings from what I''ve seen and he always answered the questions that we had in a way that required us to still put the work in.,005,positive,5.580419,-5.2103844,3,Dr Guymon is a really good lab instructor. He<br>really knows what he''s doing in testing and<br>research settings from what I''ve seen and he<br>always answered the questions that we had in a way<br>that required us to still put the work in.,W 2024 CH EN 285 :Dr Guymon is a really good lab instructor. He<br>really knows what he''s doing in testing and<br>research settings from what I''ve seen and he<br>always answered the questions that we had in a way<br>that required us to still put the work in.
W 2024,CH EN 285 ,419000000000.0,Question: Additional comments,Overall I thought this was a really good course. I enjoyed the labs and the hands on learning.,005,positive,-4.1165195,0.2209583,43,Overall I thought this was a really good course. I<br>enjoyed the labs and the hands on learning.,W 2024 CH EN 285 :Overall I thought this was a really good course. I<br>enjoyed the labs and the hands on learning.
W 2024,CH EN 285 ,15239208347.0,Question: Additional comments,He really wasn''t in the lab much but was helpful when he was there.,005,neither,0.63388664,3.8348687,11,He really wasn''t in the lab much but was helpful<br>when he was there.,W 2024 CH EN 285 :He really wasn''t in the lab much but was helpful<br>when he was there.
W 2024,CH EN 311 ,820000000000.0,Question: Explained concepts effectively,A lot of this class felt kind of chaotic. It would be nice if the class focused more on learning concepts before trying to apply them. There were several times that it felt code was thrown at us before we even knew what the code was talking about.,001,negative,-2.0166779,-2.791003,12,A lot of this class felt kind of chaotic. It would<br>be nice if the class focused more on learning<br>concepts before trying to apply them. There were<br>several times that it felt code was thrown at us<br>before we even knew what the code was talking<br>about.,W 2024 CH EN 311 :A lot of this class felt kind of chaotic. It would<br>be nice if the class focused more on learning<br>concepts before trying to apply them. There were<br>several times that it felt code was thrown at us<br>before we even knew what the code was talking<br>about.
W 2024,CH EN 311 ,472000000000.0,Question: Explained concepts effectively,Multiple concepts were explained verbally without any examples executed and it was very hard to learn these concepts because it was presented backwards. For example  we would be tested on the material  then get a homework problem regarding it AND THEN get an assignment to review a solved example of the concept.,001,negative,-1.9335971,-3.5943944,35,Multiple concepts were explained verbally without<br>any examples executed and it was very hard to<br>learn these concepts because it was presented<br>backwards. For example  we would be tested on the<br>material  then get a homework problem regarding it<br>AND THEN get an assignment to review a solved<br>example of the concept.,W 2024 CH EN 311 :Multiple concepts were explained verbally without<br>any examples executed and it was very hard to<br>learn these concepts because it was presented<br>backwards. For example  we would be tested on the<br>material  then get a homework problem regarding it<br>AND THEN get an assignment to review a solved<br>example of the concept.
W 2024,CH EN 311 ,549000000000.0,Question: Explained concepts effectively,The lectures were sometimes difficult to understand  but reviews and reexplanations were helpful  as was one-on-one conversation.,001,positive,-1.3035804,-0.86677897,1,The lectures were sometimes difficult to<br>understand  but reviews and reexplanations were<br>helpful  as was one-on-one conversation.,W 2024 CH EN 311 :The lectures were sometimes difficult to<br>understand  but reviews and reexplanations were<br>helpful  as was one-on-one conversation.
W 2024,CH EN 311 ,246000000000.0,Question: Explained concepts effectively,There were times where he made concepts more confusing to me by adding in extra concepts that we had not talked about yet or would not learn for another semester or two.,001,negative,-0.7427613,-1.8255447,1,There were times where he made concepts more<br>confusing to me by adding in extra concepts that<br>we had not talked about yet or would not learn for<br>another semester or two.,W 2024 CH EN 311 :There were times where he made concepts more<br>confusing to me by adding in extra concepts that<br>we had not talked about yet or would not learn for<br>another semester or two.
W 2024,CH EN 311 ,1070000000000.0,Question: Explained concepts effectively,Some items  like the transient mass balance and energy balance  were not taught very clearly. Some of the code used was also very condensed and well beyond what was taught in Chem En 263.,001,negative,-3.6596136,-1.3515439,99,Some items  like the transient mass balance and<br>energy balance  were not taught very clearly. Some<br>of the code used was also very condensed and well<br>beyond what was taught in Chem En 263.,W 2024 CH EN 311 :Some items  like the transient mass balance and<br>energy balance  were not taught very clearly. Some<br>of the code used was also very condensed and well<br>beyond what was taught in Chem En 263.
W 2024,CH EN 311 ,974000000000.0,Question: Explained concepts effectively,Provided challenging homework that truly tested what we knew.,001,negative,-1.2466173,2.762808,2,Provided challenging homework that truly tested<br>what we knew.,W 2024 CH EN 311 :Provided challenging homework that truly tested<br>what we knew.
W 2024,CH EN 311 ,805000000000.0,Question: Explained concepts effectively,I feel like overall Dr. Guymon taught concepts well.,001,positive,4.595722,-4.8712773,6,I feel like overall Dr. Guymon taught concepts<br>well.,W 2024 CH EN 311 :I feel like overall Dr. Guymon taught concepts<br>well.
W 2024,CH EN 311 ,611000000000.0,Question: Explained concepts effectively,its very clear that he is a very smart man and really knows his stuff however he lacks a certain skill in breaking things down in such a way that helps us to understand. he really puts a lot of effort into making a lot of his own teaching materials and its not always the most clear,001,neither,-0.23807675,-1.6685553,1,its very clear that he is a very smart man and<br>really knows his stuff however he lacks a certain<br>skill in breaking things down in such a way that<br>helps us to understand. he really puts a lot of<br>effort into making a lot of his own teaching<br>materials and its not always the most clear,W 2024 CH EN 311 :its very clear that he is a very smart man and<br>really knows his stuff however he lacks a certain<br>skill in breaking things down in such a way that<br>helps us to understand. he really puts a lot of<br>effort into making a lot of his own teaching<br>materials and its not always the most clear
W 2024,CH EN 311 ,595000000000.0,Question: Explained concepts effectively,I think that he could be a little more clear and concise when it comes to teaching the material. I think that sometimes he gets excited and wants to cover a lot of material  but to be effective we just need the material we need to know covered in class thoroughly.,001,negative,-0.59858084,-1.7820535,12,I think that he could be a little more clear and<br>concise when it comes to teaching the material. I<br>think that sometimes he gets excited and wants to<br>cover a lot of material  but to be effective we<br>just need the material we need to know covered in<br>class thoroughly.,W 2024 CH EN 311 :I think that he could be a little more clear and<br>concise when it comes to teaching the material. I<br>think that sometimes he gets excited and wants to<br>cover a lot of material  but to be effective we<br>just need the material we need to know covered in<br>class thoroughly.
W 2024,CH EN 311 ,291000000000.0,Question: Explained concepts effectively,Dr Guymon really cares about instruction and I think he can improve this skill. Often his instruction style was writing notes on an iPad during class and then sharing those notes. However  I found this difficult to follow during class and difficult to decipher afterwards. It was sometimes not easily legible and unorganized. I would have preferred typed notes that we annotate during class  or notes formatted similarly to the github site (latex is always legible). Alternatively  if the point is for us to take notes on our own  I feel the instruction could be formatted in a more linear  organized fashion to allow us to take notes. In my experience  having an excellent textbook and working problems from it helps my learning more than almost anything else. Lecture is sometimes difficult for me to focus  but if I can go over the concepts by reading them in the textbook (or even prepare by reading before class) and then work problems  the concepts are cemented far more firmly in my brain. Unfortunately  I did not like the textbook we used in this class. I felt it was dense and didn''t explain math very well. I also appreciate when textbooks give answers to at least odd questions so I can check them myself. I often don''t go back to look at answer keys for homework that instructors create  but if the answers are in the back of the book  I will check every problem. I''m not sure if a better book exists for this class  but just in general a good textbook is indispensable for me because it allows me to review concepts outside of lecture.,001,negative,3.4061456,-5.282851,6,Dr Guymon really cares about instruction and I<br>think he can improve this skill. Often his<br>instruction style was writing notes on an iPad<br>during class and then sharing those notes. However<br>I found this difficult to follow during class and<br>difficult to decipher afterwards. It was sometimes<br>not easily legible and unorganized. I would have<br>preferred typed notes that we annotate during<br>class  or notes formatted similarly to the github<br>site (latex is always legible). Alternatively  if<br>the point is for us to take notes on our own  I<br>feel the instruction could be formatted in a more<br>linear  organized fashion to allow us to take<br>notes. In my experience  having an excellent<br>textbook and working problems from it helps my<br>learning more than almost anything else. Lecture<br>is sometimes difficult for me to focus  but if I<br>can go over the concepts by reading them in the<br>textbook (or even prepare by reading before class)<br>and then work problems  the concepts are cemented<br>far more firmly in my brain. Unfortunately  I did<br>not like the textbook we used in this class. I<br>felt it was dense and didn''t explain math very<br>well. I also appreciate when textbooks give<br>answers to at least odd questions so I can check<br>them myself. I often don''t go back to look at<br>answer keys for homework that instructors create<br>but if the answers are in the back of the book  I<br>will check every problem. I''m not sure if a<br>better book exists for this class  but just in<br>general a good textbook is indispensable for me<br>because it allows me to review concepts outside of<br>lecture.,W 2024 CH EN 311 :Dr Guymon really cares about instruction and I<br>think he can improve this skill. Often his<br>instruction style was writing notes on an iPad<br>during class and then sharing those notes. However<br>I found this difficult to follow during class and<br>difficult to decipher afterwards. It was sometimes<br>not easily legible and unorganized. I would have<br>preferred typed notes that we annotate during<br>class  or notes formatted similarly to the github<br>site (latex is always legible). Alternatively  if<br>the point is for us to take notes on our own  I<br>feel the instruction could be formatted in a more<br>linear  organized fashion to allow us to take<br>notes. In my experience  having an excellent<br>textbook and working problems from it helps my<br>learning more than almost anything else. Lecture<br>is sometimes difficult for me to focus  but if I<br>can go over the concepts by reading them in the<br>textbook (or even prepare by reading before class)<br>and then work problems  the concepts are cemented<br>far more firmly in my brain. Unfortunately  I did<br>not like the textbook we used in this class. I<br>felt it was dense and didn''t explain math very<br>well. I also appreciate when textbooks give<br>answers to at least odd questions so I can check<br>them myself. I often don''t go back to look at<br>answer keys for homework that instructors create<br>but if the answers are in the back of the book  I<br>will check every problem. I''m not sure if a<br>better book exists for this class  but just in<br>general a good textbook is indispensable for me<br>because it allows me to review concepts outside of<br>lecture.
W 2024,CH EN 311 ,703000000000.0,Question: Explained concepts effectively,I learned a lot in this class and Dr. Guymon did a good job. Sometimes I kind of felt like I didn''t learn much in class.,001,positive,3.907314,-4.277519,6,I learned a lot in this class and Dr. Guymon did a<br>good job. Sometimes I kind of felt like I didn''t<br>learn much in class.,W 2024 CH EN 311 :I learned a lot in this class and Dr. Guymon did a<br>good job. Sometimes I kind of felt like I didn''t<br>learn much in class.
W 2024,CH EN 311 ,1000000000000.0,Question: Explained concepts effectively,He did a good job at teaching but sometimes struggled to convey what he meant when teaching things like transient balances  energy balances  choked flow  etc.,001,neither,0.12858796,-0.97271824,44,He did a good job at teaching but sometimes<br>struggled to convey what he meant when teaching<br>things like transient balances  energy balances<br>choked flow  etc.,W 2024 CH EN 311 :He did a good job at teaching but sometimes<br>struggled to convey what he meant when teaching<br>things like transient balances  energy balances<br>choked flow  etc.
W 2024,CH EN 311 ,324000000000.0,Question: Explained concepts effectively,Dr. Guymon still has a ways to go when it comes to adequately explaining difficult or challenging concepts.,001,negative,5.107387,-7.043884,6,Dr. Guymon still has a ways to go when it comes to<br>adequately explaining difficult or challenging<br>concepts.,W 2024 CH EN 311 :Dr. Guymon still has a ways to go when it comes to<br>adequately explaining difficult or challenging<br>concepts.
W 2024,CH EN 311 ,62862679233.0,Question: Explained concepts effectively,At times  only solved examples of difficult challenges halfway  leaving us to teach ourselves the rest  then tests us on that part without any opportunity to verify whether we taught ourselves correctly.,001,negative,-1.9248949,5.8545103,90,At times  only solved examples of difficult<br>challenges halfway  leaving us to teach ourselves<br>the rest  then tests us on that part without any<br>opportunity to verify whether we taught ourselves<br>correctly.,W 2024 CH EN 311 :At times  only solved examples of difficult<br>challenges halfway  leaving us to teach ourselves<br>the rest  then tests us on that part without any<br>opportunity to verify whether we taught ourselves<br>correctly.
W 2024,CH EN 311 ,428000000000.0,Question: Explained concepts effectively,I think he does pretty good  especially considering the amount of teaching he has done.,001,positive,0.8883879,-0.4940801,73,I think he does pretty good  especially<br>considering the amount of teaching he has done.,W 2024 CH EN 311 :I think he does pretty good  especially<br>considering the amount of teaching he has done.
W 2024,CH EN 311 ,611000000000.0,Question: Explained concepts effectively,I felt like the lectures didn''t really help me for the homework.,001,negative,-2.311764,-3.8606567,35,I felt like the lectures didn''t really help me<br>for the homework.,W 2024 CH EN 311 :I felt like the lectures didn''t really help me<br>for the homework.
W 2024,CH EN 311 ,798000000000.0,Question: Explained concepts effectively,The freeform app he used was pretty difficult to read and I felt like when we were going through equations we often skipped a lot of steps.,001,negative,0.10979623,-2.5744963,1,The freeform app he used was pretty difficult to<br>read and I felt like when we were going through<br>equations we often skipped a lot of steps.,W 2024 CH EN 311 :The freeform app he used was pretty difficult to<br>read and I felt like when we were going through<br>equations we often skipped a lot of steps.
W 2024,CH EN 311 ,638000000000.0,Question: Explained concepts effectively,Sometimes Dr. Guyman goes on what feels like tangents  rather than focusing on a key principle and expanding from that. It was hard to grasp a lot of unfamiliar concepts in the class as he tried to explain.,001,negative,2.9510276,-5.0868635,6,Sometimes Dr. Guyman goes on what feels like<br>tangents  rather than focusing on a key principle<br>and expanding from that. It was hard to grasp a<br>lot of unfamiliar concepts in the class as he<br>tried to explain.,W 2024 CH EN 311 :Sometimes Dr. Guyman goes on what feels like<br>tangents  rather than focusing on a key principle<br>and expanding from that. It was hard to grasp a<br>lot of unfamiliar concepts in the class as he<br>tried to explain.
W 2024,CH EN 311 ,200000000000.0,Question: Explained concepts effectively,I feel like some concepts weren''t clearly taught in class  and then these concepts were required on homework assignments at a much higher level.,001,negative,-2.5224104,-3.7313976,35,I feel like some concepts weren''t clearly taught<br>in class  and then these concepts were required on<br>homework assignments at a much higher level.,W 2024 CH EN 311 :I feel like some concepts weren''t clearly taught<br>in class  and then these concepts were required on<br>homework assignments at a much higher level.
W 2024,CH EN 311 ,580000000000.0,Question: Explained concepts effectively,I mean he put the equations on his website but explaining what the variables are would be a step up. Going through an example would be step 2. Showing how it relates to our career would be step 3 then Dr. Guymon would be very effective,001,positive,5.0891027,-7.141986,6,I mean he put the equations on his website but<br>explaining what the variables are would be a step<br>up. Going through an example would be step 2.<br>Showing how it relates to our career would be step<br>3 then Dr. Guymon would be very effective,W 2024 CH EN 311 :I mean he put the equations on his website but<br>explaining what the variables are would be a step<br>up. Going through an example would be step 2.<br>Showing how it relates to our career would be step<br>3 then Dr. Guymon would be very effective
W 2024,CH EN 311 ,983000000000.0,Question: Explained concepts effectively,Dr. Guymon knew how to explain concepts well. Sometimes  the free-form nature of his notes was hard to follow. Generally  hard concepts were understood well,001,positive,5.012513,-4.823328,98,Dr. Guymon knew how to explain concepts well.<br>Sometimes  the free-form nature of his notes was<br>hard to follow. Generally  hard concepts were<br>understood well,W 2024 CH EN 311 :Dr. Guymon knew how to explain concepts well.<br>Sometimes  the free-form nature of his notes was<br>hard to follow. Generally  hard concepts were<br>understood well
W 2024,CH EN 311 ,732000000000.0,Question: Explained concepts effectively,I think class has been hard since what we do on the homework is not always the same as what we cover in class.,001,negative,-3.474309,-4.975057,89,I think class has been hard since what we do on<br>the homework is not always the same as what we<br>cover in class.,W 2024 CH EN 311 :I think class has been hard since what we do on<br>the homework is not always the same as what we<br>cover in class.
W 2024,CH EN 311 ,1070000000000.0,Question: Explained concepts effectively,He improved a lot after the mid-course evaluation  I still feel like sometimes I am lost.,001,neither,0.10222835,-0.5131962,1,He improved a lot after the mid-course evaluation<br>I still feel like sometimes I am lost.,W 2024 CH EN 311 :He improved a lot after the mid-course evaluation<br>I still feel like sometimes I am lost.
W 2024,CH EN 311 ,128000000000.0,Question: Explained concepts effectively,There were concepts that I felt solid on after class and others that I left floundering. The unit on process safety (so the bulk of the class) was super easy in class  then the homeworks felt unrelated. A lot of the simpler homework problems (not mass balances) were unexpected and I relied A LOT on TA help for those. I felt like I didn''t know how to any of the problems by myself and the book was only a little helpful. Also there was WAY too much reading for this class  and half the reading we didn''t use!!,001,negative,-3.599149,-1.8261269,99,There were concepts that I felt solid on after<br>class and others that I left floundering. The unit<br>on process safety (so the bulk of the class) was<br>super easy in class  then the homeworks felt<br>unrelated. A lot of the simpler homework problems<br>(not mass balances) were unexpected and I relied A<br>LOT on TA help for those. I felt like I didn''t<br>know how to any of the problems by myself and the<br>book was only a little helpful. Also there was WAY<br>too much reading for this class  and half the<br>reading we didn''t use!!,W 2024 CH EN 311 :There were concepts that I felt solid on after<br>class and others that I left floundering. The unit<br>on process safety (so the bulk of the class) was<br>super easy in class  then the homeworks felt<br>unrelated. A lot of the simpler homework problems<br>(not mass balances) were unexpected and I relied A<br>LOT on TA help for those. I felt like I didn''t<br>know how to any of the problems by myself and the<br>book was only a little helpful. Also there was WAY<br>too much reading for this class  and half the<br>reading we didn''t use!!
W 2024,CH EN 311 ,24965146443.0,Question: Explained concepts effectively,The transient mass balance gave some trouble.,001,negative,-9.1962385,3.4997623,44,The transient mass balance gave some trouble.,W 2024 CH EN 311 :The transient mass balance gave some trouble.
W 2024,CH EN 311 ,191000000000.0,Question: Explained concepts effectively,Dr. Guymon needs to spend more time on some concepts when explaining.,001,negative,5.082872,-7.089487,6,Dr. Guymon needs to spend more time on some<br>concepts when explaining.,W 2024 CH EN 311 :Dr. Guymon needs to spend more time on some<br>concepts when explaining.
W 2024,CH EN 311 ,470000000000.0,Question: Explained concepts effectively,I feel like certain challenging concepts were taught about  but not enough detail and help was provided to allow for a greater understanding if you only relied on what you learned from his teaching.,001,negative,-0.9906958,-2.0320354,1,I feel like certain challenging concepts were<br>taught about  but not enough detail and help was<br>provided to allow for a greater understanding if<br>you only relied on what you learned from his<br>teaching.,W 2024 CH EN 311 :I feel like certain challenging concepts were<br>taught about  but not enough detail and help was<br>provided to allow for a greater understanding if<br>you only relied on what you learned from his<br>teaching.
W 2024,CH EN 311 ,1030000000000.0,Question: Explained concepts effectively,learning transient mass balances the first time was rough. he improved over the course of the semester,001,positive,-9.06511,3.4368517,44,learning transient mass balances the first time<br>was rough. he improved over the course of the<br>semester,W 2024 CH EN 311 :learning transient mass balances the first time<br>was rough. he improved over the course of the<br>semester
W 2024,CH EN 311 ,828000000000.0,Question: Explained concepts effectively,I sometimes got lost in the examples that pulled from classes we haven''t had (i.e. heat transfer  thermo).,001,negative,-3.2105124,-1.4652982,44,I sometimes got lost in the examples that pulled<br>from classes we haven''t had (i.e. heat transfer<br>thermo).,W 2024 CH EN 311 :I sometimes got lost in the examples that pulled<br>from classes we haven''t had (i.e. heat transfer<br>thermo).
W 2024,CH EN 311 ,337000000000.0,Question: Explained concepts effectively,Often I felt I was supposed to understand but I was missing a class or something.,001,negative,-1.1355195,-4.0977635,1,Often I felt I was supposed to understand but I<br>was missing a class or something.,W 2024 CH EN 311 :Often I felt I was supposed to understand but I<br>was missing a class or something.
W 2024,CH EN 311 ,920000000000.0,Question: Explained concepts effectively,There were some tough concepts in this class but I really liked how Dr. Guymon found new ways to teach these things  like doing problems in class. I think reviewing transient mass balances a lot was also very helpful.,001,positive,3.3766248,-3.7021494,98,There were some tough concepts in this class but I<br>really liked how Dr. Guymon found new ways to<br>teach these things  like doing problems in class.<br>I think reviewing transient mass balances a lot<br>was also very helpful.,W 2024 CH EN 311 :There were some tough concepts in this class but I<br>really liked how Dr. Guymon found new ways to<br>teach these things  like doing problems in class.<br>I think reviewing transient mass balances a lot<br>was also very helpful.
W 2024,CH EN 311 ,820000000000.0,Question: Well organized,I never knew what to expect in this class. Things were always changing. It did get a little bit better towards the end of the semester  but not much. Quizzes due before class at 8 am were not created or posted until 7 pm the night before. We never knew when we would have homework assignments. They would just randomly show up on learning suit to be due in 2  maybe 3 days but were never mentioned in class. Or a homework assignment would be posted but then updated or changed a day later without sending an email or announcing in class that the homework assignment had to be changed. It was also hard to get help on finishing the homework because a lot of the time the TAs were not given homework solutions and they didn''t learn this content when they took the class. The course website was well organized with each lecture being a different section.,001,negative,-2.3053584,-3.6367238,35,I never knew what to expect in this class. Things<br>were always changing. It did get a little bit<br>better towards the end of the semester  but not<br>much. Quizzes due before class at 8 am were not<br>created or posted until 7 pm the night before. We<br>never knew when we would have homework<br>assignments. They would just randomly show up on<br>learning suit to be due in 2  maybe 3 days but<br>were never mentioned in class. Or a homework<br>assignment would be posted but then updated or<br>changed a day later without sending an email or<br>announcing in class that the homework assignment<br>had to be changed. It was also hard to get help on<br>finishing the homework because a lot of the time<br>the TAs were not given homework solutions and they<br>didn''t learn this content when they took the<br>class. The course website was well organized with<br>each lecture being a different section.,W 2024 CH EN 311 :I never knew what to expect in this class. Things<br>were always changing. It did get a little bit<br>better towards the end of the semester  but not<br>much. Quizzes due before class at 8 am were not<br>created or posted until 7 pm the night before. We<br>never knew when we would have homework<br>assignments. They would just randomly show up on<br>learning suit to be due in 2  maybe 3 days but<br>were never mentioned in class. Or a homework<br>assignment would be posted but then updated or<br>changed a day later without sending an email or<br>announcing in class that the homework assignment<br>had to be changed. It was also hard to get help on<br>finishing the homework because a lot of the time<br>the TAs were not given homework solutions and they<br>didn''t learn this content when they took the<br>class. The course website was well organized with<br>each lecture being a different section.
W 2024,CH EN 311 ,669000000000.0,Question: Well organized,I thought it had very different paces at different points in the course  which is not bad  but it was occasionally hard to plan for.,001,neither,-2.8586588,-0.5769592,95,I thought it had very different paces at different<br>points in the course  which is not bad  but it was<br>occasionally hard to plan for.,W 2024 CH EN 311 :I thought it had very different paces at different<br>points in the course  which is not bad  but it was<br>occasionally hard to plan for.
W 2024,CH EN 311 ,246000000000.0,Question: Well organized,Homework assignments sometimes contained questions that were confusing or that required us to use information from the book to solve without telling us that the information was in the book in the first place. TAs also did not know how to help us with certain homework problems.,001,negative,-2.7941065,-4.2589283,35,Homework assignments sometimes contained questions<br>that were confusing or that required us to use<br>information from the book to solve without telling<br>us that the information was in the book in the<br>first place. TAs also did not know how to help us<br>with certain homework problems.,W 2024 CH EN 311 :Homework assignments sometimes contained questions<br>that were confusing or that required us to use<br>information from the book to solve without telling<br>us that the information was in the book in the<br>first place. TAs also did not know how to help us<br>with certain homework problems.
W 2024,CH EN 311 ,1070000000000.0,Question: Well organized,Course was well-organized,001,positive,-2.1270094,0.7557387,49,Course was well-organized,W 2024 CH EN 311 :Course was well-organized
W 2024,CH EN 311 ,670000000000.0,Question: Well organized,I think he basically rewrote the entire course-- which I can tell he put in a lot of work-- I love his course website-- it is incredibly helpful!,001,positive,-1.4049666,0.5504582,49,I think he basically rewrote the entire course--<br>which I can tell he put in a lot of work-- I love<br>his course website-- it is incredibly helpful!,W 2024 CH EN 311 :I think he basically rewrote the entire course--<br>which I can tell he put in a lot of work-- I love<br>his course website-- it is incredibly helpful!
W 2024,CH EN 311 ,974000000000.0,Question: Well organized,Communication towards course content was good  but more structure to the Course and a clear outline of what to do from the beginning of the semester would be helpful.,001,neither,-2.5762298,-2.6089625,35,Communication towards course content was good  but<br>more structure to the Course and a clear outline<br>of what to do from the beginning of the semester<br>would be helpful.,W 2024 CH EN 311 :Communication towards course content was good  but<br>more structure to the Course and a clear outline<br>of what to do from the beginning of the semester<br>would be helpful.
